영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
어벤져스: 에이지 오브 울트론,The Avengers: Age of Ultron,2014,미국,"액션,어드벤처,판타지,SF",감독,88582586366.0,10494499.0,88645598646.0,10504487.0
헛소동,Much Ado About Nothing,2012,미국,드라마,감독,7683000.0,1266.0,7683000.0,1266.0
어벤져스,The Avengers,2012,미국,"액션,SF",감독,59557853478.0,7074867.0,59644552758.0,7087971.0
