영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
극한직업,Extreme Job,2018,한국,코미디,감독,139647979516.0,16264944.0,139655543516.0,16266338.0
바람 바람 바람,What a Man Wants,2017,한국,코미디,"감독,각색",9784385375.0,1194229.0,9784385375.0,1194229.0
스물,Twenty,2014,한국,"코미디,드라마","감독,시나리오(각본)-각본",23558988686.0,3044134.0,23563705686.0,3044859.0
